Archive:  /tmp/PRO4X4_Rig_Builder_Alpha26_WF5_QA_Push_19_pre.zip
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push16/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push16/wf5-acceptance-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push16/wf5-acceptance-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push16/zip-integrity-precheck.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/zip-integrity.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/diff-manifest.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/status.txt   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/html-dependencies.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/static-sweep.txt   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/push04/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-latest-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/zip-integrity-precheck.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-test-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-check-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/static-verification.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-latest-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-promotion-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-latest-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-promotion-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-visual-safety-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-acceptance-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-visual-safety-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-visual-safety-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-check-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-promotion-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-latest-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-acceptance-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/render-resolver-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-visual-safety-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/diff-vs-push12.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/render-resolver-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-test-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-promotion-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/static-verification.txt   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-test-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/npm-test-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-acceptance-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push13/wf5-acceptance-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_HTML_DEPS.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/wf5-acceptance.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/test-gate.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/diff-manifest.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/static-verification.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push06/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-acceptance.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/wf5-acceptance.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/test-gate.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/diff-manifest.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/static-verification.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push05/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-latest-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/render-resolver-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-test-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-check-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/diff-vs-push18.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/static-verification.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-latest-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-promotion-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-latest-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-promotion-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-visual-safety-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/render-resolver-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-visual-safety-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-visual-safety-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-check-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-promotion-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-latest-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-check-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/render-resolver-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-visual-safety-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/render-resolver-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-check-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-targeted.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-test-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-promotion-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/static-verification.txt   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-targeted.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-test-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/npm-test-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push19/wf5-acceptance-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_ACCEPTANCE_GATE.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_JSON_PARSE.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_JS_SYNTAX.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/diff-vs-push08.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/html-dependency-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/render-resolver.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-promotion.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/npm-test.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/js-syntax-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-acceptance.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-visual-safety.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push09/json-parse-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-acceptance-after-add.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-latest-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-test-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-check-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/static-verification.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/render-resolver.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/diff-vs-push13.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-promotion.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/zip-integrity.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/test-gate-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/zip-integrity.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-acceptance-after-add.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-test.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-visual-safety-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-check-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-promotion-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-latest-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/render-resolver-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-visual-safety-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/test-gate-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-visual-safety.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/render-resolver-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/npm-test-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-promotion-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/static-verification.txt   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-acceptance-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push14/wf5-acceptance-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_PROMOTION_PATH.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-latest-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-test-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-check-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/static-verification.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/render-resolver.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-promotion.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/zip-integrity.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/test-gate-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-test.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/diff-vs-push14.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-acceptance-before.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-visual-safety-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-check-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-promotion-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-latest-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-acceptance-before.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/render-resolver-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-visual-safety-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/test-gate-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-visual-safety.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/diff-vs-push14-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/render-resolver-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/npm-test-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-promotion-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/static-verification.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-acceptance-final.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push15/wf5-acceptance-final.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/WF5_BASELINE_ALPHA_REGRESSION.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/diff-vs-push07.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/html-dependency-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/render-resolver.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-promotion.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/zip-integrity.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/npm-test.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/js-syntax-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-acceptance.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-visual-safety.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push08/json-parse-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/wf5-acceptance.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/test-gate.exitcode   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/diff-manifest.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/static-verification.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push07/wf5-latest.log   OK
